APOGEE_ID,RA,DEC,TEFF,LOGG,M_H,FE_H,ALPHA_M,C_FE,CI_FE,N_FE,O_FE,MG_FE,SI_FE,CA_FE,AL_FE,CE_FE,TI_FE,TIII_FE,NI_FE,MN_FE,NA_FE,VSCATTER,SNR,ASPCAPFLAG,STARFLAG,n_sectors_predicted,sectors_predicted_list
2M15252920+4935084,231.371705,49.58569,6370.156,4.4406114,-0.33693,-0.33378,0.0330453,0.004333794,0.023920983,-0.43397003,0.22559288,0.027149498,0.14351098,-0.10705301,0.051315993,,0.078489006,,0.043080002,-0.036337525,0.11089359,0.0,155.37007,64,0,6,"[16, 23, 24, 50, 77, 78]"
2M15253148+4310574,231.38119,43.182625,6244.239,4.287469,-0.12201,-0.12322,-0.026702698,-0.012015998,0.013294995,-0.47302,0.12060289,-0.04757151,0.06569579,0.036986,-0.028384,,,,-0.045630008,-0.075187504,-0.2072064,0.12740874,524.36414,0,512,6,"[23, 24, 50, 51, 77, 78]"
2M15253148+4310574,231.38119,43.182625,6234.779,4.2697644,-0.12132,-0.11818,-0.0153047005,-0.014718004,0.023646995,-0.48647,0.14913289,-0.037301503,0.081415,0.011980996,-0.020194001,,0.084959,,-0.01901,0.0008425042,0.0276336,0.07263723,526.49335,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15253235+4036538,231.384827,40.614952,5491.9785,4.532235,-0.27428,-0.26665,0.1460853,0.08582498,0.071015984,0.05404298,0.3030629,0.22884849,0.15211597,0.05275598,0.303323,,-0.097101,,0.05626999,-0.012737483,-1.2216866,0.093065575,174.64043,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15253459+2939276,231.394155,29.657671,5243.567,3.8706715,-0.089662,-0.094427,0.0321556,-0.029112004,-0.028367005,0.00030979514,0.07261,0.06757465,-0.007626705,0.037003994,-0.025997005,0.12819499,-0.030435838,-0.22867602,0.059466496,-0.039081,-0.335011,0.08986621,266.63333,4,0,3,"[24, 51, 78]"
2M15253459+2939276,231.394155,29.657671,5238.5957,3.8761973,-0.096833,-0.096353,0.069028005,0.0043836012,0.002207607,-0.03170099,0.12735501,0.097559005,0.035206605,0.054688007,-0.043090798,0.025978997,0.018226169,-0.10597899,0.0325355,-0.0035850033,-0.20546502,0.0083499495,158.05557,68,2048,3,"[24, 51, 78]"
2M15253713+3827497,231.404711,38.463825,5954.9375,4.3084183,0.37903,0.37824,-0.0108237,-0.075388014,-0.037443995,0.51108,-0.0031209886,-0.014199495,0.08686599,-0.08763099,0.127666,,-0.139058,,0.058350027,0.104002535,0.26706362,0.15255043,261.24112,4,2048,6,"[23, 24, 50, 51, 77, 78]"
2M15253713+3827497,231.404711,38.463825,5932.5493,4.283146,0.37414,0.37348,-0.0114187,-0.07528499,-0.06258899,0.46022,0.0676429,-0.0010814965,0.10205901,-0.067745894,0.07669601,,-0.268941,,0.07674,0.09875253,0.3207936,0.5463387,433.8971,4,2048,6,"[23, 24, 50, 51, 77, 78]"
2M15253775+5021038,231.407308,50.351059,5606.5034,4.308116,0.34888,0.33707,-0.0051220004,-0.03906399,-0.071613014,0.3904,0.08182591,0.04276049,0.098252,-0.08379501,0.22345603,,-0.116478994,,0.12645,0.12398252,0.6090636,0.0,199.99046,16388,0,8,"[16, 23, 24, 49, 50, 51, 77, 78]"
2M15253867+3002462,231.411162,30.04619,4770.0156,4.57862,-0.11379,-0.10897,0.1152153,0.026375003,0.045729004,0.07496101,0.1003629,0.21598852,0.104797,0.029786006,0.17750701,,0.089989,,0.040710002,-0.04551749,0.012653604,0.07639574,223.81786,16388,0,3,"[24, 51, 78]"
2M15253867+3002462,231.411162,30.04619,4783.1104,4.5811634,-0.125,-0.12125,0.1234253,0.039758004,0.08301201,0.058143005,0.120162904,0.21591851,0.085342005,0.026866004,0.209076,,0.11660901,,0.03386701,-0.0014574826,0.1685916,0.028103985,162.64679,16388,0,3,"[24, 51, 78]"
2M15254123+4011517,231.421823,40.197712,5776.69,4.189625,-0.56098,-0.56377,0.2400453,0.19151998,0.23348999,-0.46310002,0.3160129,0.34067845,0.25085297,0.27435598,0.403686,,-0.08814603,,0.051559985,-0.2518975,-0.87286645,0.15514427,241.46214,16384,0,6,"[23, 24, 50, 51, 77, 78]"
2M15254174+4412582,231.423951,44.216167,4803.793,4.553826,0.086857,0.07849,0.061620302,0.045904003,0.042359002,0.025696002,0.0377089,0.17363152,-0.004610002,0.045813,0.17310601,,0.032909006,,0.06325001,0.007415518,0.15665361,0.14280276,151.42297,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15254174+4412582,231.423951,44.216167,4835.1294,4.5524907,0.077632,0.075853,0.086788304,0.050036006,0.006452702,0.078499995,0.07733991,0.13154852,0.0743423,0.052595012,0.19944301,,0.120218,,0.10254701,-0.017866485,0.22956061,0.036951713,150.89153,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15254265+4423590,231.42774,44.399723,5672.745,4.471861,-0.090539,-0.08675,0.0140213,-0.07111099,-0.058754995,0.05726,0.118143894,0.030355502,0.0724632,-0.030185997,0.1068001,,-0.31826,,0.047116,0.0036725104,-1.8987863,0.014675671,301.42816,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15254504+4404270,231.437669,44.074173,5984.0205,4.0254054,-0.012773,-0.0061305,-0.0084967,-0.0122038,-0.0162168,0.31000748,0.2629504,-0.011755997,0.0691021,-0.0716242,0.1401665,,-0.27019352,,0.0338995,-0.01959698,0.16343509,0.14812317,211.96301,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15254504+2940144,231.437693,29.670668,5269.032,4.547682,0.0029011,0.0037825,-0.017537702,-0.13467139,-0.11491141,-0.0945634,0.0019637002,0.009971105,0.0091785975,0.017560598,0.008902419,,-0.0555368,,-0.0232675,-0.003589992,-0.26009893,0.038212355,432.89447,64,0,3,"[24, 51, 78]"
2M15254504+2940144,231.437693,29.670668,5283.5405,4.544465,0.016759,0.016147,-0.0296177,-0.127978,-0.094548,-0.119668,0.1254149,-0.0499795,0.014831999,-0.012096001,-0.0023425007,,-0.016531998,,-0.011337501,-0.01649448,-0.18467338,0.020999396,281.44443,64,0,3,"[24, 51, 78]"
2M15254686+4111357,231.445259,41.193253,5239.9077,4.527245,-0.022115,-0.018348,0.0164063,0.004755699,-0.050745003,0.023609,-0.0452661,0.055785805,0.051492997,-0.019716,0.079490006,,-0.086812,,0.046613,0.04583051,0.073064595,0.07704328,167.22672,16384,2048,6,"[23, 24, 50, 51, 77, 78]"
2M15255356+4211349,231.473192,42.193039,6265.1436,3.9962206,-0.085726,-0.08565,-0.0042784,0.031150997,0.055470996,0.390534,0.1715369,-0.042867497,0.08834899,-0.014569998,0.116432995,,,,-0.014059998,0.012562513,-0.4204264,0.08596224,774.95,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15255356+4211349,231.473192,42.193039,6280.302,4.0697117,-0.085696,-0.078723,0.0052388,0.019207,0.033668,-0.057281002,0.1749599,-0.10499449,0.126293,-0.038783997,0.0815612,,-0.13065399,,-0.024167001,-0.113204494,-0.9280134,0.096698776,713.56903,0,512,6,"[23, 24, 50, 51, 77, 78]"
2M15255412+3556175,231.475511,35.938217,6157.9355,4.12333,-0.32888,-0.32741,0.0298873,0.11067,0.10446,0.57358,0.07464889,0.033317506,0.092334,0.059446007,0.09279601,,0.559649,,-0.05873999,-0.03250748,,1.2306296,160.81981,0,512,5,"[24, 50, 51, 77, 78]"
2M15255412+3556175,231.475511,35.938217,6212.904,4.169721,-0.31546,-0.30894,0.0561073,0.09665999,0.09711,0.29154,0.059035897,0.023173511,0.128008,0.073446006,0.133546,,0.23487899,,-0.07076001,-0.08541748,-0.8767964,0.52718794,242.13144,0,2048,5,"[24, 50, 51, 77, 78]"
2M15255529+4408245,231.480405,44.140141,4590.6626,4.592085,0.01463,0.01659,0.009881999,-0.014050999,-0.121520005,0.036866,0.010461602,0.0493275,-0.030177,-0.016526997,0.036765,,-0.020849999,,0.016506001,-0.0004874915,0.1591886,0.06524386,298.2339,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15255782+2858105,231.490921,28.969591,6224.7686,4.154127,0.020899,0.021681,-0.0214177,-0.018881,-0.012178,0.320748,0.06582789,-0.047133498,0.08671899,-0.036696002,0.018161003,,-0.19633299,,-0.0172801,-0.0036084838,-0.4041974,0.1505347,445.31763,0,0,3,"[24, 51, 78]"
2M15255805+4220440,231.491898,42.345562,5621.8184,3.9953876,0.034311,0.040484,-0.028728697,-0.063398,-0.041412998,0.104027,0.086588904,-0.0077384934,0.032288995,-0.033480998,0.225002,,-0.253134,,-0.021118,0.018161517,0.05891859,0.19491778,172.77507,133,0,6,"[23, 24, 50, 51, 77, 78]"
2M15260158+4417423,231.506614,44.295105,5934.9497,4.1055818,-0.21762,-0.21831,0.0066954996,0.02381,0.029644996,0.015441999,0.2438729,0.014126509,0.0815195,0.015625998,0.141066,,-0.75877106,,0.09003,-0.051327497,,0.033871666,278.4845,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15260162+4347271,231.506767,43.790867,5931.7627,4.223223,-0.16384,-0.16082,0.00344109,0.004527405,0.029173017,0.14242001,0.18069291,0.026807517,0.041502014,-0.020782992,0.13705301,,-0.210581,,0.036230013,0.04797253,-0.8504164,0.0549806,193.00267,16384,0,6,"[23, 24, 50, 51, 77, 78]"
2M15260500+4401295,231.520863,44.024864,5742.5107,4.2060366,-0.19393,-0.18991,0.0858953,0.05840099,0.058348,0.19303,0.016166896,0.1302885,0.12695299,0.070075996,0.28258398,,0.112829,,0.093116,-0.032747507,-0.04863639,4.6013813,218.96477,4,0,6,"[23, 24, 50, 51, 77, 78]"
2M15260548+3735141,231.522844,37.58725,4591.342,4.575967,-0.12595,-0.12455,0.021237299,-0.11134,-0.085122004,,0.023084909,0.02171351,-0.0063530058,-0.004903987,0.012906,,-0.030328989,,-0.00069999695,-0.023277476,0.0654636,0.095318586,244.83815,644,0,5,"[24, 50, 51, 77, 78]"
2M15260674+6734563,231.528101,67.582321,6251.2866,3.9621189,-0.23768,-0.23041,0.0434593,0.08453898,0.09885998,0.38549998,0.2573229,0.0030114949,0.13878,-0.037262008,0.059156,,-0.012554005,,-0.0045399964,-0.008287504,-0.7789265,0.66146916,747.5831,0,0,26,"[14, 15, 16, 17, 20, 21, 22, 23, 40, 41, 47, 48, 49, 50, 54, 57, 74, 75, 76, 77, 80, 81, 84, 119, 120, 121]"
2M15260762+4453115,231.531778,44.886536,5773.127,4.4098244,0.087886,0.085349,-0.0130777,-0.034987003,-0.0070002005,0.150047,0.122499906,0.016687505,0.03045199,-0.014325,0.121587,,-0.341014,,0.052011006,0.15017653,0.1481646,0.0296098,272.6123,4,0,6,"[23, 24, 50, 51, 77, 78]"
2M15260847+5010299,231.53532,50.17498,5834.602,4.1100483,-0.21436,-0.20797,0.0252413,-0.0018851012,0.032778993,-0.08528301,0.1964729,0.047225505,0.10156199,0.018296987,0.156379,,-0.44719103,,0.06744,-0.061617494,-1.6154665,0.0,156.83893,16384,0,7,"[16, 23, 24, 50, 51, 77, 78]"
2M15260914+3646411,231.53811,36.778091,4658.8564,4.5784574,-0.0091002,-0.0067115,0.0822483,-0.0065582,-0.0263147,0.1054713,0.0750322,0.16555981,0.0388653,0.013777303,0.1442275,,0.043457303,,0.0297695,-0.038765978,0.3096951,0.053044766,268.5135,16388,2560,4,"[24, 51, 77, 78]"
2M15260951+4243024,231.539651,42.717358,4588.7324,4.6003695,-0.046905,-0.042333,-0.0056328,-0.099415995,-0.18084198,,-0.0026083998,-0.051273502,-0.03868901,-0.0143369995,-0.0061720014,,-0.0484635,,0.003101997,0.002555512,-0.033123396,0.051892787,210.29875,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15261009+4117597,231.542061,41.299927,5310.214,4.519539,-0.14505,-0.13473,0.0283603,-0.059373006,-0.0022291094,-0.123150006,0.047039896,0.071477495,0.048136994,-0.014864013,0.045966,,-0.05733624,,-0.027309999,-0.030277506,0.2193591,0.08623185,204.84544,16452,0,6,"[23, 24, 50, 51, 77, 78]"
2M15261540+4245571,231.564199,42.765865,5897.004,4.1662726,-0.24475,-0.24557,0.0163693,0.012879014,0.03541401,-0.20626998,0.058666915,0.018769518,0.09325801,-0.025173992,0.109666005,,-0.44282097,,0.028120011,-0.048137486,-1.0551665,0.048938055,337.56348,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15261617+3101282,231.567377,31.024523,5654.3193,4.482458,-0.083931,-0.082244,-0.0028900001,-0.083376996,-0.056363992,0.028501004,0.009093903,0.020988505,0.039754,0.023740001,0.067107,,-0.24679801,,-0.035545997,0.0013265088,-0.096742414,0.0073013213,226.64848,16388,0,3,"[24, 51, 78]"
2M15261620+4151411,231.567519,41.861443,5446.8496,4.4584823,0.2311,0.22975,-0.0054659005,-0.02707301,-0.07210101,0.22117999,-0.0011677146,0.031526476,0.060908973,-0.023481011,0.16301599,,-0.058310017,,0.053359985,0.0747225,0.24901357,0.097968265,199.22209,16388,4,6,"[23, 24, 50, 51, 77, 78]"
2M15261881+2828500,231.578377,28.480564,5325.9097,4.510084,0.015223,0.023677,0.0116844,-0.028798,-0.058036,0.021012997,-0.026928099,0.0657508,0.05834209,-0.029793998,0.085734,,-0.080372,,0.016421998,0.06978252,0.085657604,0.07935845,197.13818,16384,0,3,"[24, 51, 78]"
2M15261918+4448231,231.57995,44.806435,5848.4995,3.9704792,-0.17998,-0.18,0.00419962,0.056719013,0.050349012,-0.044282988,0.2953229,0.028414518,0.06207501,-0.0008369982,0.240078,,-0.655511,,0.039220005,-0.085817486,-0.90603644,0.029335238,241.70145,64,0,6,"[23, 24, 50, 51, 77, 78]"
2M15262020+4453274,231.584197,44.890961,6257.8145,4.2427173,-0.13264,-0.13104,0.00418007,-0.020917997,-0.032994002,-0.43433997,0.0409099,0.0056155026,0.057611004,0.075476,0.167566,,-0.231951,,-0.014899984,-0.121287495,-0.3583564,0.038847752,308.64908,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15262028+8726076,231.584527,87.435471,6206.7603,4.104792,-0.1725,-0.1714,0.0102816,0.0032292008,0.029347003,-0.074927,0.13898289,-0.025597498,0.11765099,0.013905004,0.07490599,,,,0.003460005,-0.05834748,-0.023096412,0.10066314,1568.3724,640,2048,13,"[19, 20, 26, 40, 47, 52, 59, 60, 73, 74, 79, 86, 119]"
2M15262306+2852056,231.596113,28.868246,5077.668,4.528946,0.21317,0.20721,-0.0037298002,0.014313504,-0.057237,0.22582,-0.024243101,0.025609508,0.08298281,-0.030707002,0.11849597,,0.031527996,,0.07324001,0.11164251,0.33290362,0.041634094,337.4902,16388,0,3,"[24, 51, 78]"
2M15262436+2849396,231.601506,28.82769,5507.114,4.460779,-0.13038,-0.13041,0.0288653,-0.051291004,-0.0018268973,-0.069709,-0.1057571,0.036291495,0.0011179894,0.126456,0.205569,,0.184549,,-0.04998,0.049462512,0.1893356,0.0044538057,213.78316,68,0,3,"[24, 51, 78]"
2M15262477+3101211,231.603244,31.022551,6070.6577,4.3225765,0.13036,0.13091,-0.031121697,-0.09482799,-0.066191986,0.39048004,0.04671891,-0.028562486,0.047293007,-0.034481987,0.10498601,,-0.468951,,0.037100002,0.053873524,-0.007932395,0.028242633,154.82637,0,0,3,"[24, 51, 78]"
2M15262518+2855441,231.604946,28.928926,4545.4653,4.602904,-0.1512,-0.14322,0.0193143,-0.08799398,-0.14027,,0.014562905,-0.040229484,-0.052736998,0.008662015,-0.037243992,,0.027121015,,-0.032509997,-0.015027493,0.3649236,0.10653594,158.76782,16388,0,3,"[24, 51, 78]"
2M15262597+3046257,231.60821,30.773811,6032.333,4.199245,-0.09419,-0.082283,-0.00054469984,-0.0070924014,-0.015267603,0.423093,0.1628859,-0.020188503,0.07742699,-0.053172998,0.084056,,-0.735028,,0.012829997,-0.02089449,-0.4123734,0.026483713,168.72975,0,0,3,"[24, 51, 78]"
2M15262779+2910544,231.615819,29.181786,5812.6235,4.1010065,-0.57234,-0.57259,0.1204053,0.104169965,0.12634999,-0.13534003,0.3283529,0.17613849,0.17794299,0.145946,0.26189598,,-0.305121,,-0.0023400187,-0.10838747,0.0799036,0.057844017,189.6153,16448,0,3,"[24, 51, 78]"
2M15262787+3048320,231.616141,30.808903,5510.2905,4.242276,0.37693,0.36935,-0.020486701,-0.015787989,-0.060442,0.27542004,0.013592124,0.0098875165,0.075105906,-0.018486977,0.19666603,,0.016564012,,0.057670027,0.113972515,0.2391136,0.048549853,162.37894,4,0,3,"[24, 51, 78]"
2M15263020+2959068,231.625837,29.985224,6330.39,4.3182483,0.060428,0.058409,-0.0845977,-0.23240101,-0.20300099,0.89447904,0.004161399,-0.17136249,0.015768994,-0.051989,0.078917,,-0.075500995,,0.103791,0.0995855,-0.7913554,0.0023704022,178.49727,4,0,3,"[24, 51, 78]"
2M15263138+8449203,231.630762,84.822311,6024.163,4.2389464,-0.23199,-0.2294,0.0350443,-0.009613708,0.011844993,0.39168,0.2093529,0.025998503,0.134662,-0.0025810003,0.067746,,-0.36755103,,-0.01794,-0.050957486,0.26385158,0.05353192,224.09961,16388,0,18,"[14, 19, 20, 21, 25, 26, 40, 41, 47, 52, 53, 59, 60, 73, 74, 79, 86, 119]"
2M15263194+4255236,231.633123,42.923248,5281.958,4.5398726,-0.43421,-0.4307,0.0706643,0.057879,0.13129002,-0.07394397,0.10254291,0.1472365,0.083839,0.008522987,0.111065984,,-0.19136101,,0.012459993,-0.032227486,-0.36596638,0.064292364,349.1927,16452,0,6,"[23, 24, 50, 51, 77, 78]"
2M15263194+4255236,231.633123,42.923248,5263.112,4.531786,-0.44953,-0.44504,0.0980953,0.07880798,0.13809997,-0.18203002,0.1509229,0.15063748,0.12729698,-0.00094503164,0.13801599,,-0.172661,,0.016009986,-0.07030749,0.2961036,0.011854832,383.2466,16452,0,6,"[23, 24, 50, 51, 77, 78]"
2M15263279+4113562,231.636654,41.232288,5086.338,4.516826,-0.40266,-0.40101,0.0839513,-0.068939,0.15357,-0.18219998,0.3637329,0.05523649,0.11252901,0.0034439862,0.13202599,,-0.062243998,,0.021260023,-0.10080746,-0.9322264,0.096418075,189.33398,16452,0,6,"[23, 24, 50, 51, 77, 78]"
2M15263338+4202559,231.639087,42.04887,5039.356,4.5526223,0.077714,0.080612,0.00035819993,-0.034571994,-0.052236993,-0.023868993,0.022536911,0.025023513,0.018885009,-0.012558989,0.02838301,,0.04061901,,0.024058007,0.038359515,-0.010734096,0.06574245,318.45044,16388,0,6,"[23, 24, 50, 51, 77, 78]"
2M15263381+4410322,231.640904,44.175632,5698.614,4.254067,-0.37752,-0.38905,0.1605153,0.102061,0.10292801,-0.024771988,0.0903379,0.25219852,0.185063,0.165196,0.380257,,0.16712901,,0.07403001,-0.08602747,0.11531359,0.03332273,432.81894,16513,0,6,"[23, 24, 50, 51, 77, 78]"
2M15263435+3051337,231.643154,30.859365,5321.1777,3.8479135,0.063848,0.065791,0.032222003,0.00022578984,-0.062308006,0.239927,0.13284999,0.02929499,-0.01929541,0.06271999,-0.029740013,-0.32629102,0.13130015,-0.27130404,0.1619215,0.019170992,0.10833099,0.07132429,169.76546,4,0,3,"[24, 51, 78]"
2M15263435+3051337,231.643154,30.859365,5300.384,3.8814585,0.077904,0.078,0.0192393,0.030952,0.024909995,0.122734,0.118518,0.010985002,0.0167026,0.030625999,0.043610997,-0.38519,0.11236716,-0.260027,0.0632615,0.009569995,0.084782,0.005001513,154.81113,4,0,3,"[24, 51, 78]"
2M15263501+5724000,231.645907,57.400017,6256.183,3.9090657,0.088993,0.090244,-0.0469137,-0.058202006,-0.042610005,0.100809,-0.090663105,-0.040452503,0.028683998,-0.10624201,0.0070429966,,-0.139779,,-0.030395005,0.044981502,-0.8352304,0.0,293.1309,0,8388608,11,"[15, 16, 22, 23, 49, 50, 51, 76, 77, 78, 121]"
2M15263881+2831114,231.661735,28.519842,4895.667,4.5970345,-0.25386,-0.24482,0.026914299,-0.11263001,-0.06217,-0.085949,0.037086904,0.02508451,0.024475008,-0.01127699,0.023126006,,0.009719014,,-0.016270012,-0.055407494,-0.049606383,0.08064815,285.9374,16452,0,3,"[24, 51, 78]"
2M15263932+3730288,231.663836,37.508026,6226.021,4.3792987,0.038535,0.040709,-0.0244277,-0.090780005,-0.063123,0.101395994,0.1308489,-0.0615755,0.0634985,0.031802002,0.008846,,-0.105103,,-0.013527002,-0.0009264834,-0.47501537,0.048518497,384.17828,0,0,5,"[24, 50, 51, 77, 78]"
2M15263954+2846065,231.664764,28.768484,5695.932,4.084857,0.09751,0.097438,0.0055657,-0.040836,-0.034799002,0.0138310045,0.117024906,0.01342351,0.09527,-0.0076769963,0.18953797,,0.093031,,0.054441996,0.06352761,0.06298459,0.08161246,238.64973,0,0,3,"[24, 51, 78]"
2M15264272+4932419,231.678029,49.544991,6158.91,4.301424,-0.027526,-0.019939,-0.0091957,-0.080353,-0.040407002,-0.154117,0.2155359,-0.039275497,0.069157794,0.015092999,-0.004362,,-0.756468,,0.010039,-0.05503849,-0.44613737,0.0,179.04498,0,0,6,"[16, 23, 24, 50, 77, 78]"
2M15264446+4410457,231.685276,44.179382,5647.191,4.4785876,-0.022629,-0.022701,-0.0035453,-0.086131,-0.043454,-0.070813,0.1013729,0.021783503,0.049110003,-0.0026740003,0.06453,,-0.096239,,0.016651,0.037733518,0.0194896,0.028277518,490.11108,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15264447+4352169,231.685304,43.871365,6004.7983,4.3659163,0.14348,0.14444,-0.057888698,-0.16959,-0.12826999,0.14515,0.04812491,-0.08312149,0.027218014,-0.013198987,0.03132601,,-0.11172799,,0.015440002,0.026231512,-0.31926638,0.107499436,695.00867,130,0,6,"[23, 24, 50, 51, 77, 78]"
2M15264503+4431028,231.687635,44.517467,4893.392,4.552993,-0.055897,-0.050328,0.0577883,-0.081704006,-0.11435901,-0.096829996,0.0443569,0.10157451,0.011069998,0.021537002,0.103726,,0.015643004,,-0.036897995,-0.07153948,-0.1974884,0.022949966,272.03317,16452,4,6,"[23, 24, 50, 51, 77, 78]"
2M15264524+3826225,231.688511,38.439587,6113.24,4.243822,-0.028542,-0.029191,-0.015036699,-0.121831,-0.092546,-0.416521,0.1433619,-0.024627497,0.0714966,-0.043695003,0.0345081,,-0.7574219,,0.047532,-0.024756493,-0.17573538,0.15383165,205.52937,0,2052,5,"[24, 50, 51, 77, 78]"
2M15264550+4937550,231.689618,49.631947,5912.312,4.174281,-0.22991,-0.23943,0.0078899,-0.0062590092,0.041155994,0.08075099,-0.004721105,0.0452075,0.09679499,0.018280998,0.18723899,,0.124209,,-0.009190008,0.014962509,-0.2814064,0.0,221.73666,0,0,6,"[16, 23, 24, 50, 77, 78]"
2M15264561+3102044,231.690071,31.03458,5871.173,4.2463155,0.024818,0.089993,-0.0507357,-0.115834,-0.164698,0.377845,-0.16951211,-0.0589365,0.005603999,0.164031,0.144223,,,,-0.102099,0.16479951,0.5522806,29.577679,210.70212,16388,8388608,3,"[24, 51, 78]"
2M15264561+3102044,231.690071,31.03458,5830.0464,4.198754,-0.022212,-0.04223,-0.0099567,0.080841005,0.137288,-0.38730198,0.049162902,0.07784711,0.036192,-0.06681301,0.0500669,,-0.582973,,0.17476,0.15387452,-0.30921638,45.280846,216.30885,16384,8388608,3,"[24, 51, 78]"
2M15264682+2845145,231.695107,28.75403,4852.1772,4.5987997,-0.32246,-0.31654,0.2039353,0.024058998,0.12782,-0.079683006,0.1991429,0.3123085,0.17849301,0.125936,0.237121,,0.13122901,,0.070690006,-0.102217466,0.1512936,0.07546461,286.68585,16452,0,3,"[24, 51, 78]"
2M15264684+2938459,231.695193,29.646097,5346.3047,4.4851737,-0.029509,-0.03136,0.0953523,0.075949,0.075488,0.040955,0.118583895,0.18628949,0.069956794,0.079227,0.23330599,,0.05563,,0.011640001,0.0032125115,0.12704459,3.232028,196.8248,16388,0,3,"[24, 51, 78]"
2M15265005+4354428,231.708582,43.911915,4903.763,4.606353,-0.43954,-0.43148,0.0719933,-0.04618302,0.068039,-0.09509802,0.09477189,0.09915751,0.07552698,-0.007167995,0.09599599,,-0.025534004,,-0.008770019,-0.111997545,0.026773572,0.052987963,191.3271,16452,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265095+4446467,231.712318,44.779655,4876.2485,4.487944,-0.11047,-0.11324,0.0092393,-0.11906999,0.052778006,0.09254501,0.028564908,-0.037741482,-0.051597,0.05180601,0.1306947,,-0.16341099,,0.05863,0.00093251467,0.3076436,0.024178231,169.3068,4,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265345+2954363,231.722728,29.910097,6014.6445,4.0642705,0.045763,0.043622,-0.0279627,-0.021888997,0.0058090016,0.286611,0.045601908,-0.033380497,0.058217,-0.024501998,0.076224,,-0.14752999,,0.042599004,0.037167516,-0.3418384,0.080561124,320.68594,0,0,3,"[24, 51, 78]"
2M15265345+2954363,231.722728,29.910097,6042.5645,4.13349,0.060915,0.058431,-0.0086867,-0.091504,-0.071118996,0.112974,0.09531391,0.027411506,0.059991002,-0.0619312,0.105605006,,0.136123,,0.042883,0.027403511,0.1698026,0.028201712,212.90335,0,2048,3,"[24, 51, 78]"
2M15265345+2954363,231.722728,29.910097,6044.6826,4.157707,0.058129,0.059809,-0.0114727,0.006322801,0.016524002,0.072788,0.1399929,-0.022834498,0.085755005,-0.036749996,0.12666701,,-0.172451,,0.025985003,0.0037295148,-0.9960455,0.0037236798,232.26901,0,0,3,"[24, 51, 78]"
2M15265482+4329197,231.728444,43.488811,6494.628,4.188648,-0.040878,-0.035643,-0.0126847,-0.036861,-0.0091432,-0.46757498,0.1160879,-0.065606505,0.06820602,-0.048955005,-0.07586101,,-0.28382596,,-0.015530001,-0.072394505,0.119151995,0.28753197,394.24756,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265482+4329197,231.728444,43.488811,6454.202,4.1661654,-0.052975,-0.045104,0.0003817,-0.018227,0.044699002,-0.433711,0.28931192,-0.048382495,0.088395,-0.064705,-0.045599993,,,,-0.038167994,0.065146506,-0.91723233,0.05362707,294.504,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265537+4231546,231.730731,42.531837,5985.156,4.263073,-0.15154,-0.14588,0.0100292,0.044688,0.0035210997,0.3074,0.0601419,0.013751507,0.114132,-0.04215999,0.133396,,,,-0.1048,0.0039725155,0.1455836,0.062476836,226.17305,0,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265537+4231546,231.730731,42.531837,5986.846,4.2713084,-0.15564,-0.15759,0.0197503,0.020204991,0.000771001,0.12119,0.122602895,0.015011504,0.115151994,-0.043633997,0.16906565,,,,0.0067500025,-0.0006174743,-0.43119636,0.05653203,247.60057,4,0,6,"[23, 24, 50, 51, 77, 78]"
2M15265764+4125360,231.74019,41.426682,5647.2544,4.350503,0.10677,0.10941,-0.0053364,-0.005292803,-0.004642904,0.064088,0.0747589,0.0066725016,0.060459003,-0.052563,0.12793602,,-0.19674101,,0.06522,0.06262851,0.002133593,0.08458957,479.87943,16517,1024,6,"[23, 24, 50, 51, 77, 78]"
2M15265990+4830401,231.749619,48.51115,6204.637,4.342994,-0.030924,-0.029134,-0.0034822002,-0.045699,-0.02608,0.13534,-0.1250571,-0.012053495,0.073215894,0.15035601,0.057419002,,-0.28406098,,-0.055322997,0.09508751,-0.4312524,0.0,163.3222,4,16777216,7,"[16, 23, 24, 50, 51, 77, 78]"
2M15270021+4159020,231.750884,41.98391,4857.07,4.5503225,-0.40347,-0.39707,0.0978403,-0.034723014,0.13240999,-0.15197998,0.12487286,0.123173475,0.074742675,0.03618598,0.12568599,,-0.048114806,,0.024470001,-0.08059749,0.04826361,0.059924632,608.5059,16452,0,6,"[23, 24, 50, 51, 77, 78]"
